## Roads of Kazan digitized in EasyTrace.
BEGPOLY			
481.903	215.484	0	0
478.718	124.182	0	0
481.518	113.574	0	0
481.679	113.415	0	0
510.324	85.161	0	0
506.641	76.025	0	0
530.068	74.847	0	0
530.658	55.377	0	0
ENDPOLY			
BEGPOLY			
481.518	113.574	0	0
445.867	92.405	0	0
413.636	68.021	0	0
ENDPOLY			
BEGPOLY			
506.641	76.025	0	0
488.618	57.13	0	0
455.308	18.307	0	0
437.43	4.813	0	0
412.578	0.098	0	0
ENDPOLY			
BEGPOLY			
530.068	74.847	0	0
568.664	74.427	0	0
568.98	74.423	0	0
594.52	74.62	0	0
617.572	95.195	0	0
627.722	93.165	0	0
657.722	73.117	0	0
642.726	59.815	0	0
670.099	36.624	0	0
684.186	50.778	0	0
657.722	73.117	0	0
ENDPOLY			
BEGPOLY			
642.726	59.815	0	0
623.76	42.191	0	0
ENDPOLY			
BEGPOLY			
670.099	36.624	0	0
625.162	0.147	0	0
ENDPOLY			
BEGPOLY			
568.664	74.427	0	0
566.452	36.099	0	0
559.085	10.756	0	0
558.938	0.295	0	0
ENDPOLY			
BEGPOLY			
568.664	74.427	0	0
568.282	117.93	0	0
629.785	121.859	0	0
662.801	156.163	0	0
692.477	141.724	0	0
645.021	104.178	0	0
627.722	93.165	0	0
ENDPOLY			
BEGPOLY			
692.477	141.724	0	0
702.775	137.376	0	0
722.111	180.97	0	0
698.929	188.655	0	0
711.306	237.89	0	0
ENDPOLY			
BEGPOLY			
722.111	180.97	0	0
743.939	234.272	0	0
765.625	287.228	0	0
776.449	313.662	0	0
747.865	326.775	0	0
740.29	306.552	0	0
722.817	259.906	0	0
ENDPOLY			
BEGPOLY			
740.29	306.552	0	0
714.22	305.404	0	0
711.175	278.565	0	0
ENDPOLY			
BEGPOLY			
714.22	305.404	0	0
721.489	335.484	0	0
737.402	374.897	0	0
760.487	362.461	0	0
747.865	326.775	0	0
ENDPOLY			
BEGPOLY			
760.487	362.461	0	0
791.388	348.863	0	0
776.449	313.662	0	0
ENDPOLY			
BEGPOLY			
776.449	313.662	0	0
805.311	301.706	0	0
821.225	335.421	0	0
791.388	348.863	0	0
ENDPOLY			
BEGPOLY			
765.625	287.228	0	0
795.039	275.339	0	0
805.311	301.706	0	0
ENDPOLY			
BEGPOLY			
795.039	275.339	0	0
771.703	222.965	0	0
760.404	197.606	0	0
ENDPOLY			
BEGPOLY			
771.703	222.965	0	0
743.939	234.272	0	0
ENDPOLY			
BEGPOLY			
568.282	117.93	0	0
566.935	142.035	0	0
592.72	194.612	0	0
616.517	224.204	0	0
640.976	226.414	0	0
661.679	206.375	0	0
662.801	156.163	0	0
ENDPOLY			
BEGPOLY			
640.976	226.414	0	0
655.842	237.707	0	0
666.196	256.707	0	0
669.662	266.565	0	0
675.721	283.799	0	0
681.468	321.614	0	0
704.011	360.955	0	0
724.412	392.535	0	0
737.402	374.897	0	0
ENDPOLY			
BEGPOLY			
669.662	266.565	0	0
657.301	272.037	0	0
ENDPOLY			
BEGPOLY			
724.412	392.535	0	0
708.541	411.746	0	0
680.505	387.179	0	0
665.509	371.257	0	0
ENDPOLY			
BEGPOLY			
708.541	411.746	0	0
694.935	430.068	0	0
684.064	436.289	0	0
680.783	437.206	0	0
651.244	402.131	0	0
640.193	378.998	0	0
602.326	338.061	0	0
ENDPOLY			
BEGPOLY			
680.783	437.206	0	0
715.826	479.925	0	0
763.493	453.845	0	0
743.16	414.971	0	0
ENDPOLY			
BEGPOLY			
763.493	453.845	0	0
803.475	432.031	0	0
781.374	393.451	0	0
ENDPOLY			
BEGPOLY			
803.475	432.031	0	0
828.599	432.15	0	0
829.335	488.092	0	0
875.937	486.738	0	0
ENDPOLY			
BEGPOLY			
829.335	488.092	0	0
830.675	533.011	0	0
877.64	533.109	0	0
ENDPOLY			
BEGPOLY			
